,id,guests,bedrooms,beds,baths,cleaning_fee,service_fee,amenities,superhost,lat_lon,narrative,rules,price
1048,31773359,2 guests,1 bedroom,1 bed,1 bath,$94,$107,Show all 23 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.71546852953382&2d139.61944591716053&2m2&1d35.79104392369188&2d139.7754725373578&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._x2oc5b&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=100880,"Translate this description to English
Built in 2018 ☆ This is a new house in a residential area ~ Clean, fully equipped facilities·A room like a home ･ Convenience store 2 minutes on foot (open 24 hours) ･ Super 4 minutes on foot ･ Drak store 4 minutes on foot There is a shopping street near restaurants and daily goods. You may be able to discover Japanese food and culture! (^^)! 10 minutes walk from the nearest station ""Oyama Station"" (about 6 minutes by train from Ikebukuro Station) Narita Airport Train ""Ikebukuro Station"" Limousine bus ""Hotel Metropolitan"" ￫ From “Ikebukuro Station” Tobu Tojo Line Stations Stop “Oyama Station” ￫ 10 minutes by taxi from ""Ikebukuro Station"" Haneda Airport Train ""Ikebukuro Station"" Limousine bus ""Ikebukuro Station West Exit"" ""Hotel Metropolitan"" ￫ From “Ikebukuro Station” Tobu Tojo Line Stations Stop “Oyama Station” ￫ About 10 minutes by taxi from ""Ikebukuro Station"" [From Ikebukuro Station ~] Shinjuku Station --- 5 minutes Harajuku Station-13 minutes Shibuya Station-13 minutes Roppongi Station-23 minutes Akihabara Station-20 minutes Ueno Station-16 minutes Asakusa Station-26 minutes Oshiage Station (Sky Tree) --- 35 minutes Maihama Station (Disneyland) --- 47 minutes Narita Airport --- 90 minutes Haneda Airport --- 60 minutes
Built in 2018☆住宅街にある新しいお家です
~清潔･充実の設備･自宅のように過ごせるお部屋~
<周辺環境>
･ｺﾝﾋﾞﾆ 徒歩2分 (24時間営業)
･ｽｰﾊﾟｰ 徒歩4分
･ﾄﾞﾗｯｸｽﾄｱ 徒歩4分
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 12AM (midnight) and check out by 11AM
Read all rules",$123
1049,29466488,4 guests,2 bedrooms,2 beds,1 bath,$56,$111,Show all 25 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.70908620339117&2d139.8081674911141&2m2&1d35.78466872915283&2d139.9617706886297&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._gvthnj&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=115799,"8 minutes on foot from Keisei Main Line ""Keisei Koiwa Station""!
It is a room on the first floor, but there are few streets of cars, so you can spend quietly!
It is 2DK's room, you can use the room extensively, you can enjoy staying as if you are staying at home ^ ^
The shower room and the toilet are separated and there is also a washbasin, it is not crowded when preparing for the morning or night, so it is also recommended that you stay with your friends as well as your family.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Self check-in with lockbox
Read all rules",$134
1050,24636377,2 guests,1 bedroom,1 bed,1 bath,0,$107,Show all 27 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.656878907334&2d139.69494166788434&2m2&1d35.7325110144929&2d139.85108537298663&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._a94qhn&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=51826,"Center of Tokyo, one stop to Tokyo station.
4mins on foot to the nearest station is JR Kanda station, good for JR-pass holder.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 10AM
Read all rules",$139
1051,30797438,2 guests,studio,1 bed,1 bath,0,$98,Show all 13 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.663627909582615&2d139.6343617407955&2m2&1d35.73925363399585&2d139.78805272911927&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._mhkl81&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=70015,"Brand-new 1R type room with loft. Airly apartment with plenty of light. Well-furnished with modern decoration. Great location near the center of Shinjuku/Shin-Okubo area, you can reach Toei Oedo Line Higashi Shinjuku station in 5 mins by walking and JR Shin-Okubo station in 13 mins. Easy to access anywhere in Tokyo.
Read more about the space
Contact host","House rules
Not safe or suitable for children (0-12) and pets
No smoking, parties, or events
Check-in time is 4PM - 8PM and check out by 11AM
Read all rules",$127
1052,29173227,5 guests,2 bedrooms,3 beds,1 bath,$84,$114,Show all 28 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.6786497572207&2d139.73406101935836&2m2&1d35.754260786922224&2d139.88772214423557&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._xckxyx&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=70619,"★7 minutes on foot from Hikifune station West Entrance of Tobu line.
★9 minutes on foot from metro Oshiage station A3 Exit.
★9 minutes on foot to Tokyo Skytree.
★about 20 minutes on foot to Asakusa station and Sensouji temple. *One station from Oshiage station to Asakusa station.
★5 minutes on foot to Sumida river and Sumida park.
★1 minutes on foot to convenience store ""FamillyMart""
★5 minutes on foot to supermarket.
★Free internet access with WiFi.
★You can use tablet PC in the house.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Self check-in with lockbox
Read all rules",$133
1053,34721300,5 guests,1 bedroom,2 beds,1 bath,$56,$116,Show all 30 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.65023055134719&2d139.59977351069597&2m2&1d35.72586925828661&2d139.75593084115144&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._o5da6u&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=110246,"Translate this description to English
♦ Toei Oedo Line Nishi-Shinjuku 5-Chome Station 8 minutes on foot (2 stations to Shinjuku Station 4 minutes) A 12-minute walk to Keio Line Hatsudai Station (1 minute to Shinjuku Station 2 minutes) ♦ There are vending machines and coin parking on the first floor of the apartment. 2 minutes on foot to supermarket 3 minutes on foot to convenience store and drug store etc .. ♦ A large number of children's amenities and equipment are available, so families and children are welcome. As there is a large elevator, you can carry a large suitcase or stroller without any problems.
♦都営大江戸線 西新宿五丁目駅まで徒歩8分(新宿駅まで2駅 4分)
京王線 初台駅まで徒歩12分(新宿駅まで1駅 2分)
♦近隣施設充実! ﾏﾝｼｮﾝ1階に自動販売機･ｺｲﾝﾊﾟｰｷﾝｸﾞ有り
ｽｰﾊﾟｰまで徒歩2分 ｺﾝﾋﾞﾆ･ﾄﾞﾗｯｸﾞｽﾄｱまで徒歩3分etc‥
♦子供用ｱﾒﾆﾃｨや備品も多数揃えてあるので､ﾌｧﾐﾘｰ･お子様連れ大歓迎です｡
広めのｴﾚﾍﾞｰﾀｰがあるので､大きなｽｰﾂｹｰｽ･ﾍﾞﾋﾞｰｶｰも問題無く運べます｡
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 11AM
Self check-in with lockbox",$140
1054,31029190,3 guests,1 bedroom,3 beds,1.5 baths,$28,$107,Show all 28 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.68670619665459&2d139.71541797991836&2m2&1d35.762308458124984&2d139.8715000681152&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._478080&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=96431,"Thank you very much for using CozyHomeHOTEL today.
I hope your stay will be meaningful.
walk 8 minutes from Tokyo metro Hibiya line ""Minowa"" station ,
walk 14 minutes from the Tsukuba Express ""Asakusa"" station.
Read more about the space
Contact host","House rules
No smoking
No pets
Check-in is anytime after 3PM and check out by 10AM
Self check-in with lockbox",$134
1055,31028801,3 guests,1 bedroom,1 bed,1.5 baths,$28,$107,Show all 31 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.687346799560345&2d139.71548714912956&2m2&1d35.76295041814754&2d139.87157203911602&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._4th595&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=4526,"Thank you very much for using CozyHomeHOTEL today.
I hope your stay will be meaningful.
walk 8 minutes from Tokyo metro Hibiya line ""Minowa"" station ,
walk 14 minutes from the Tsukuba Express ""Asakusa"" station.
Read more about the space
Contact host","House rules
No smoking
No pets
Check-in is anytime after 3PM and check out by 10AM
Self check-in with lockbox",$134
1056,38166268,2 guests,1 bedroom,2 beds,1 bath,$28,$105,Show all 28 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.66001890129621&2d139.65641253367323&2m2&1d35.73564731929855&2d139.81010899606508&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._3z9q5m&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=8996,"*High Speed Portable Wifi For Free!*
Duplex Apartment in Shinjuku, near JR and Tokyo metro.
Higashi Shinjuku station within 7mins on foot.
JR ShinOkubo station within 10mins on foot.
Downtown Shinjuku 2mins by metro.
Shibuya 6 mins by metro.
Harajuku 5mins by metro.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 12AM (midnight) and check out by 10AM",$131
1057,38271441,4 guests,studio,2 beds,1 bath,$62,$117,Show all 17 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.666677253430535&2d139.629638144389&2m2&1d35.742299098369756&2d139.7857606629732&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._sxo1sv&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=95042,"･ It is a 12-minute walk from JR Yamanote Line / Shin-Okubo Sta.
･ It is a 5-minute walk to Tokyo Metro Fukutoshin Line / Nishi-Waseda Sta.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 10AM",$140
1058,14701831,4 guests,1 bedroom,1 bed,1 bath,$80,$104,Show all 25 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.66700384540059&2d139.52114205142198&2m2&1d35.74262638279253&2d139.674826562896&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._gkfdn9&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=54348,"The apartment consists of one bedroom and living room with a kitchen. The bedroom has a double bed and semi-double-sized sofa bed. The fully equipped kitchen comes with a refrigerator, toaster oven, microwave, gas stove, cooking utensils, dishes, glasses and cutlery. The bathroom has a shower and a bathtub. There is a separated toilet. Pocket Wifi
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Read all rules",$122
1059,26670557,3 guests,1 bedroom,1 bed,1 bath,$15,$110,Show all 21 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.66036323633185&2d139.61628701435302&2m2&1d35.735992384606206&2d139.76998496084616&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._alhvif&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=83135,"**NEW OPEN CAMPAIGN! FREE MOBILE POCKET WIFI! **
Brand new zen style apartment perfectly made for group of FAMILY & FRIENDS up to 3 , right in the heart of Tokyo.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Self check-in with lockbox
Read all rules",$140
1060,21870970,8 guests,2 bedrooms,8 beds,1.5 baths,$84,$118,Show all 25 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.68537382033953&2d139.71974991753905&2m2&1d35.760978425891096&2d139.87339798688572&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._otf5f4&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=109446,"Only 10 min walk to Asakusa Sta which is 5 min from Akihabara Sta.
and only 17 minutes to Shinjuku station by train.
The apartment is a clean, comfortable, and in a quiet place to relax after a long day in the city, just like your home!
到浅草车站(筑波快线)步行仅需10分钟,坐电车到秋叶原5分钟,到新宿17分钟｡全新装修,环境整洁舒适,近邻商业街｡
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 11AM
Self check-in with lockbox
Read all rules",$139
1061,29367758,3 guests,1 bedroom,1 bed,1 bath,$37,$106,Show all 17 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.65852276244957&2d139.59179644903372&2m2&1d35.73415318155438&2d139.74793666912115&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._ezljtm&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=34074,"Cosy warm 1LDK type apartment on the 2nd floor. It only takes 6 minutes from Shinjuku and the apartment is located only 70 meters from the station. This is a place for families, groups of friends or anyone who wants close access to the inner city of Tokyo. The apartment has 1 bedrooms with 1 double bed in one, and 1 semi double sofa bed in the living room that you can fold out.
License or registration number
Hotels and Inns Business Act | 東京都中野区保健所 | Hotels and Inns Business Act | 東京都中野区保健所 | 30中環生環第164号
Learn about this number
Contact host","House rules
Not safe or suitable for infants (under 2 years) and pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Self check-in with lockbox
Read all rules",$131
1062,31136858,3 guests,1 bedroom,1 bed,1.5 baths,$33,$108,Show all 33 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.68903297581824&2d139.71497951015795&2m2&1d35.76463500002559&2d139.87106110852153&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._m6292j&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=104582,"Thank you very much for using CozyHomeHOTEL today.
I hope your stay will be meaningful.
walk 8 minutes from Tokyo metro Hibiya line ""Minowa"" station ,
walk 14 minutes from the Tsukuba Express ""Asakusa"" station.
Read more about the space
Contact host","House rules
No smoking
No pets
Check-in is anytime after 3PM and check out by 10AM
Self check-in with lockbox",$134
1063,37538930,4 guests,1 bedroom,2 beds,1 bath,$77,$109,Show all 16 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.666851734763284&2d139.76692908441714&2m2&1d35.74247394964446&2d139.92061294046596&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._wfx8cy&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=80997,"Just a 3-minute walk from the Hirai Station.
We offer fluffy (and clean) futons, clean towels and sheets.
Up to 4 people can stay. There are 2 semi-double beds.
Room is equipped with unlimited fixed Wi-Fi (not portable)
There are also convenience store (LAWSON) and a large supermarket nearby!
It is along the JR Sobu Line, can access Akihabara and Ryogoku area without transfer.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 5PM and check out by 10AM
Read all rules",$127
1064,31964625,6 guests,studio,4 beds,1 bath,$47,$103,Show all 13 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.580412706234775&2d139.6671615585234&2m2&1d35.65611571199272&2d139.82345163492687&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._ms2q5k&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=98177,"Easily accessible from Haneda Airport, and to all the main terminals in Tokyo.
･6 minutes walk from ""Shinbamba station""(Keikyu Line), two stops from ""Shinagawa station""
･11 minutes walk from ""Tennouzu-Isle station"", Tokyo Monorail Line or Rinkai Line
･5 minutes walk to the nearest convenience store (24H open)
･Free ""Portable Wi-Fi"" is available.
･4 Futon mattresses are available.
･5 minutes walk to a ""Hot Spring""
･Many shrines and temples are around this area.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Read all rules",$125
1065,38762034,4 guests,studio,4 beds,1 bath,$47,$107,Show all 11 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.637742110062284&2d139.60311905179697&2m2&1d35.713390562911634&2d139.7592965028408&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._2r2eb6&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=52048,"Translate this description to English
Only 8 min walk to Hatsudai Station which is 2 min from Shinjuku Sta. and only 10 minutes to Shibuya station by train. The apartment is a clean, comfortable, and in a quiet place to relax after a long day in the city, just like your home! Contact with the host is via email or phone.There are many restaurants, supermarkets, convenience stores, and drug stores, and it is a friendly city for tourists.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 10AM
Read all rules",$131
1066,28727014,2 guests,studio,1 bed,1 bath,$56,$115,Show all 17 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.594419414313634&2d139.5746598573072&2m2&1d35.67011066152475&2d139.72848400486532&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._gfwpk0&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=38615,"Located less than 10 minutes away from Shibuya and its famous crossing, Sakurashinmachi is conveniently located near but very much out of the Hustle of the mega-city. A quiet, cozy, and family friendly area, there are many convenient, unique, and nearby supermarkets, shops, restaurants, and parks to explore. It is located just a short walk from the station. The building is split with vacation rentals and real Japanese tenants, so you will experience the Japanese lifestyle like a locale.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 11AM
Self check-in with lockbox
Read all rules",$139
1067,32951767,12 guests,3 bedrooms,12 beds,1 bath,$75,$118,Show all 41 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.685329027862984&2d139.77566820973777&2m2&1d35.76093353851523&2d139.931754941407&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._36ld8l&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=28257,"【Tokyo Shin-Koiwa Kanae House 4LDK】
1F:Ware room x 1､Living room x 1､bathroom x 1､Kitchen room x 1､Relax garden x 1
2F:Japanese style room x 1､Western style room x 2
★Far away from the railway, It is quiet here at night.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 4PM - 1AM (next day) and check out by 10AM
Self check-in with lockbox
Read all rules",$140
1068,26646561,3 guests,1 bedroom,1 bed,1 bath,$15,$110,Show all 20 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.656472051724094&2d139.61527674525917&2m2&1d35.73210329589812&2d139.76897895116122&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._w032n3&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=107248,"***NEW OPEN CAMPAIGN! FREE PORTABLE POCKET WIFI! ***
A stylish apartment in Shinjuku, right in the heart of Tokyo.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Self check-in with lockbox
Read all rules",$140
1069,13723999,4 guests,1 bedroom,2 beds,1 bath,$43,$107,Show all 28 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.708597216413416&2d139.6233945645464&2m2&1d35.784178707176004&2d139.77943377128213&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._m7vktg&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=108493,"You'll love Ooyama once you been here, totally different with big city but fun to visit,Hot spring nearby.5 mins to go to Ikebukuro,Room LM201 bright and sun,balcony,2 sides windows,High-speed room wifi, 2nd floor Corner room,Balcony Clean Quiet Nice Local area,2 min walk to station.Hundreds of stores ,restaurants around,good access to downtown,27㎡,Closet space.Hair Dryer&Amenities. bidet toilet,bath and shower.we also accept by monthly, if you want to stay for a long term at Tokyo,please ask me
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 12AM (midnight) and check out by 11AM
Self check-in with lockbox
Read all rules",$131
1070,38164504,6 guests,2 bedrooms,3 beds,1.5 baths,$56,$102,Show all 39 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.27850191234466&2d139.42263978393134&2m2&1d35.354490903400986&2d139.57706902381994&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._6oqax8&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=16791,"- 68㎡ a whole rental house, suitable for Family.
- Free parking space available. (reservation required)
- Cosy and bright living room, comfortable bedroom and Japanese tatami room, you can stay relax in a good mood.
- Supermarket, 24H convenience store, drug store and casual restaurants are available walk around 3 minutes.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Self check-in with lockbox
Read all rules",$123
1071,35582401,5 guests,1 bedroom,1 bed,1 bath,$93,$110,Show all 17 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.690230622328116&2d139.68573418628853&2m2&1d35.76583001756503&2d139.84181035710026&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._jnop5u&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=34713,"Translate this description to English
It will be an apartment in the popular downtown area Yanesen area. It is the top floor of 4 times of 4 floors. There are a variety of convenience stores, supermarkets, shopping areas (Yanaka Ginza) and restaurants nearby. The station will also be a convenient location such as the Chiyoda Subway Line, the JR Yamanote Line, and the Keisei Line. It will be convenient to move to Tokyo such as Ueno, Akihabara, Tokyo, Ginza, Roppongi, Omotesando, Harajuku, Shinjuku, Shibuya, Ikebukuro. The nearest Ueno area includes parks, zoos, art museums, museums, shrines, markets, etc. It is an area famous for its cherry blossoms and is a world heritage site as an area where you can enjoy nature, culture, art and history. It is a World Heritage Listed and popular area. ""Ameyoko"" market area is lined with cheap shops and offers everything from food and drink to shopping and is always crowded with tourists.
人気の下町谷根千ｴﾘｱのｱﾊﾟｰﾄになります｡4階建ての4回の最上階になります｡近くにはｺﾝﾋﾞﾆ､ｽｰﾊﾟｰ､商店街(谷中銀座)､飲食店､色々取り揃ってます｡駅も地下鉄千代田線､JR山手線､京成線等利用可能な便利な場所になります｡
上野､秋葉原､東京､銀座､六本木､表参道､原宿､新宿､渋谷､池袋等都内への移動は便利なところになります｡最寄りの上野地域には､公園､動物園､美術館､博物館､神社､市場などもあり､はるに桜でも有名な地域で､世界遺産でもあり､自然､文化､芸術､歴史を堪能できるｴﾘｱとして､世界遺産登録されており､人気の高いｴﾘｱです｡｢ｱﾒ横｣市場街は激安の店が軒をそろえており､飲食から買い物まで楽しめ､常に観光客で賑わっております｡
Read more about the space
Contact host","House rules
No pets
No parties or events
Check-in is anytime after 3PM and check out by 12PM (noon)
Self check-in with lockbox
Read all rules",$127
1072,27414522,3 guests,1 bedroom,2 beds,1 bath,$70,$110,Show all 23 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.65189731873877&2d139.60894557082634&2m2&1d35.72753438531972&2d139.7650995147353&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._83mxwf&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=107780,"This lisitng is legal and complies with the new Japanes law regarding b&b.
It's 5 min walk from Nishi-Shinjuku5chome(西新宿五丁目) station.
This room located center of Shinjuku.
Modern architectural home in SHINJUKU SHIBUYA erea.
And easy access to famous Tokyo's city and easy access from Narita and Haneda Airport,Shibuya,Shinagawa,Ikebukuro,etc!!
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 11PM and check out by 10AM
Self check-in with lockbox
Read all rules",$131
1073,38166115,2 guests,1 bedroom,2 beds,1 bath,$28,$99,Show all 29 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.66004573276683&2d139.6540779863518&2m2&1d35.73567420767384&2d139.8102141926115&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._x0oxbu&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=17768,"Welcome to my lovely apartment with stunning views of Shinjuku.
For less than the price of a hotel room, you can book this entire stunning apartment for the perfect holiday or business trip.
A cozy flat with 1 double bed accommodating up to 2 persons.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 12AM (midnight) and check out by 10AM",$123
1074,16442991,2 guests,1 bedroom,1 bed,1 bath,$27,$110,Show all 20 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.66367263798727&2d139.61989961127892&2m2&1d35.73929845724834&2d139.7760303349147&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._6d5f5r&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=20189,"The building contains 12 rooms
This 102 room has a sofa bed inside. It is able to contain 2 person.
Convenient transportation. 3 minutes walk to Okubo Station. 2 minutes tram ride to the Shinjuku shopping area. 15 minutes to Ikebekuro, Shibuya and other shopping districts.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 11AM
Read all rules",$138
1075,29184377,6 guests,1 bedroom,6 beds,1 bath,$61,$106,Show all 28 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.574238042847185&2d139.6373101812294&2m2&1d35.64994869637789&2d139.7936160465831&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._lf5b0o&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=89743,"You can walk from my house to Togoshi Station just within 6mins, from here you can reach Higashiginza,Asakusa,Daimon and Skytre) by Asakusa line so it is convenient. Near the station there is a famous Togoshi shopping street which is one of the longest shopping street in Tokyo and convenience store, restaurant and many more is within walking distance too. Please feel free to contact us anytime you have any questions. We will try to respond as much as you wish, so thank you.
Read more about the space
Contact host","House rules
Check-in is anytime after 4PM and check out by 11AM
Self check-in with lockbox
Read all rules",$127
