,id,guests,bedrooms,beds,baths,cleaning_fee,service_fee,amenities,superhost,lat_lon,narrative,rules,price
403,28157264,5 guests,2 bedrooms,2 beds,2 baths,$13,$29,Show all 33 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.593141607150628&2d-74.14001260407866&2m2&1d4.685962591389004&2d-73.98431288858205&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._9hymzc&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=9368,"Translate this description to English
Chapinero alto located in exclusive area of the sector, 1 minute from Kra 7, 10 minutes from the International Business Center, the historic center, close to chain stores success, supermarkets, shopping centers, restaurants, universities, transportation 24 hours A unique space, special for senior executives, business people and those who wish to live a few days of rest in our city. Fully furnished, brand new, spacious, very warm, quite natural light, beautiful
Chapinero alto ubicado en zona exclusiva del sector, a 1 minuto de Kra 7, a 10 minutos del Centro internacional De Negocios, el centro histórico , cercano a almacenes de cadena éxito, supermercados, centros comerciales, restaurantes , universidades , transporte 24 horas
Un espacio único, especial para altos ejecutivos, personas de negocios y aquellos que desean vivir unos días de descanso en nuestra ciudad.
Totalmente amoblado, para estrenar, amplio , muy cálido, bastante luz natural, hermoso
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Self check-in with lockbox
Read all rules",$35
404,23657551,4 guests,2 bedrooms,3 beds,2 baths,$16,$24,Show all 30 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.578276084954416&2d-74.20160867315587&2m2&1d4.671099210287043&2d-74.04590536614637&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._11w2bg&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=127419,"Ideal apartment for trips, work trips or with children, free wifi, free local calls and free Netflix. Hot water, washing machine, fridge and kitchen equipment.
Public transport nearby. Shopping center Plaza Central and Almacenes Exito a few minutes walk. Suitable in closed set, 24 hour security. Gym, mini football court and recreation areas.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 12PM (noon)
Self check-in with building staff
Read all rules",$28
405,22066356,8 guests,3 bedrooms,10 beds,2.5 baths,$14,$35,Show all 28 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.584233138971839&2d-74.16217268847453&2m2&1d4.677055625783156&2d-74.006470452533&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._k3urwi&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=107699,"Translate this description to English
Apartment with excellent view and location in Bogotá: GRANDOS GRANDES BIENVENIDOS! - 10 minutes by car from the city center, Airport and tourist sites: Gold Museum, Plaza de Bolívar, Monserrate Sanctuary, Botero Museum, Emerald Museum, La Candelaria. - 10 minutes walking to the US Embassy and 10 min. to G12. - 5 minutes walk to Corferias and National University. - 15 minutes walking to parks, discos and shopping centers (Grand Station, Galleries, Salitre).
Apartamento con excelente vista y localización en Bogotá: GRUPOS GRANDES BIENVENIDOS!
- 10 minutos en carro del centro de la ciudad, Aeropuerto y a sitios turísticos: Museo del Oro, Plaza de Bolívar, Santuario de Monserrate, Museo Botero, Museo de la esmeralda, La Candelaria.
- 10 minutos caminando a la Embajada USA y 10 min. al G12.
- 5 minutos caminando a Corferias y Universidad Nacional.
- 15 minutos caminando a parques, discotecas y centros comerciales (Gran Estación,Galerías,Salitre).
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 12PM (noon)
Read all rules",$43
406,33558995,4 guests,2 bedrooms,3 beds,1 bath,$15,$17,Show all 17 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.605047767140413&2d-74.15085042472845&2m2&1d4.697867325515805&2d-73.99515310100196&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._7llmnu&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=94235,"Translate this description to English
Enjoy this space to rest comfortably and stay close to the busiest places in Bogotá, excellent location and a very pleasant atmosphere for your stay ... we are waiting for you.
Disfruta de este espacio para descansar cómodamente y mantenerte cerca de los lugares más concurridos de Bogotá, excelente ubicación y un ambiente muy agradable para tu estancia...te esperamos.
Read more about the space
Contact host","House rules
Not safe or suitable for infants (under 2 years) and pets
No smoking, parties, or events
Check-in time is 8AM - 9PM",$20
407,19328903,5 guests,2 bedrooms,2 beds,1 bath,$12,$21,Show all 20 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.587195110406921&2d-74.17362746409935&2m2&1d4.680016943580951&2d-74.01792632458165&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._mw6pkg&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=65880,"Translate this description to English
You will have the best experience to enjoy your stay in Bogotá!
Tendrás la mejor experiencia para disfrutar de tu estadía en Bogotá!
Read more about the space
Contact host","House rules
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 11AM
Read all rules",$25
408,35715363,6 guests,3 bedrooms,3 beds,2 baths,$30,$36,Show all 26 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.69426466286973&2d-74.13225866197718&2m2&1d4.787072191281058&2d-73.9765815175453&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._lu72j3&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=74512,"Apartamento completamente nuevo y equipado con todo lo que se necesita para sentirse como en su casa, cada pieza es privada confortable, buena iluminación, cada habitación tiene su televisor, bonitos muebles de sala la cual también tiene televisor, comedor, cocina integral, magnífica ubicación, entre la autopista norte y la avenida 19, cerca al trasmilenio, centros comerciales, supermercados, buenos restaurantes, zona segura de la ciudad, farmacias, zonas nocturnas de recreación
Read more about the space
Contact host","House rules
Not safe or suitable for infants (under 2 years) and pets
No smoking, parties, or events
Check-in time is 11AM - 8PM and check out by 11AM
Read all rules",$41
409,36586075,5 guests,2 bedrooms,3 beds,2 baths,0,$50,Show all 24 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.640750498906412&2d-74.12625861414512&2m2&1d4.733565508884539&2d-73.9705689199883&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._e9h8qa&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=28070,"Translate this description to English
Enjoy Bogota staying in one of the best sectors of the city, Barrio Chicó. The apartment is located near the business area of the city, and near the Zona T where you will find the best restaurants, supermarkets, parks, shopping centers, pubs and clubs in the city. Close to highways and main streets that allow access to different mobility options within Bogota. For us it will be a pleasure to have you in our home. Welcome.
Disfruta de Bogotá hospedandote en uno de los mejores sectores de la ciudad, Barrio Chicó.
El apartamento se encuentra cerca de la zona empresarial de la ciudad, y cerca de la Zona T en donde encontraras los mejores restaurantes, supermercados, parques, centros comerciales, pubs y clubes de la ciudad. Cerca a autopistas y calles principales que permiten tener acceso a diferentes opciones de movilidad dentro de Bogotá.
Para nosotros será un placer tenerte en nuestro hogar. Bienvenidos.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM",$64
410,39024286,6 guests,2 bedrooms,3 beds,2 baths,0,$36,Show all 12 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.649670338166694&2d-74.11927810151622&2m2&1d4.742484105380583&2d-73.96359049199617&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._1ycesj&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=118624,"Translate this description to English
*Ubicación:
-Sobre la calle mas importante de Bogotá ""La Pepe Cierra"" calle 116
-Supermercado Carulla 24 horas
-Centro Comercial Unicentro a 2 cuadras
-Restaurantes y zona comercial muy cercanas
* Apartamento:
-Terraza amplia con BBQ
-Excelente iluminación natural y artificial
*Huéspedes
-Contaran con mi colaboración de lo que necesiten durante su estadía (lugares a visitar, el uso de transporte publico, etc.)
Read more about the space
Contact host","House rules
Not suitable for infants (under 2 years)
No parties or events
Check-in is anytime after 3PM
Read all rules",$46
411,30757363,4 guests,2 bedrooms,2 beds,1 bath,0,$22,Show all 26 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.649665472132868&2d-74.11021856516732&2m2&1d4.742479142214077&2d-73.9545311185795&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._q7kbfc&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=19526,"Translate this description to English
Beautiful apartment with a great location, perfect for short or long stays in Bogota. Secure sector with everything you need around. A few minutes from the Plaza de Usaquén and Santa Fe Clinic and surrounded by a beautiful park. We will be happy to receive you!
Hermoso apartamento con una gran ubicación, perfecto para estadías cortas o largas en Bogota. Sector seguro con todo lo que necesitas al rededor. A minutos de la plaza de Usaquén y Clínica Santa Fé y rodeado de un lindo parque. ¡Estaremos felices de recibirte!
Read more about the space
Contact host","House rules
Not suitable for infants (under 2 years)
No parties or events
Check-in time is 3PM - 12AM (midnight) and check out by 11AM",$29
412,4795119,14 guests,4 bedrooms,9 beds,2 baths,$30,$23,Show all 37 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.667502539792868&2d-74.11419202859042&2m2&1d4.760313687152443&2d-73.95850881366465&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._l2x3bd&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=40153,"ATTENTION BUSINESS, FAMILY VACATION TRAVELERS:
TOP QUALITY BETTER THAN A 5 STAR HOTEL AT AN AFFORDABLE PRICE...
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 4PM - 8PM and check out by 12PM (noon)
Read all rules",$25
413,31303891,4 guests,2 bedrooms,3 beds,2 baths,$8,$60,Show all 20 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.628847191965886&2d-74.13341298387797&2m2&1d4.7216636621799495&2d-73.9777208402931&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._z54h0i&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=113003,"At the heart of one of the most wonderful neighborhoods in Bogota, these apartment is perfectly set for short, medium and long stays. It has everything you need. Comfortable furniture and an open kitchen for cooking. You can see the mountains from the bedroom window and it has tons of light.
Read more about the space
Contact host","House rules
No smoking, parties, or events
Check-in is anytime after 2PM and check out by 12PM (noon)
Self check-in with building staff
Read all rules",$77
414,21473375,7 guests,3 bedrooms,4 beds,2 baths,$9,$32,Show all 23 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.68237162282094&2d-74.12757121550288&2m2&1d4.77518077902775&2d-73.96889749682668&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._ynrphs&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=411,"Our lovely apartment is situated in a beautiful community in a quiet and cosy neighbourhood in Bogota. It is fully equipped and has a beautiful view. Its super close to the Usaquen park and other touristic places around.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is flexible and check out by 12PM (noon)
Self check-in with building staff
Read all rules",$39
415,38320090,4 guests,2 bedrooms,2 beds,2.5 baths,$25,$34,Show all 15 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.640750565299805&2d-74.1232656420176&2m2&1d4.733565576605801&2d-73.96757594563337&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._y8jub9&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=91331,"Spacious apartment with lots of natural lights 2 rooms, 2 bathrooms with shower and one for visitors. Fully equipped kitchen.
Strategically located in Chicó Neighborhood, just minutes away from many of turistics hotspots like Usaquén and Chapinero.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Self check-in with lockbox
Read all rules",$40
416,7256079,4 guests,2 bedrooms,3 beds,2 baths,$25,$69,Show all 39 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.602078999593485&2d-74.1362888939068&2m2&1d4.694899070502657&2d-73.98059071044622&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._kqa1ny&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=89908,"Translate this description to English
Totally remodeled with new furniture and accessories. close to the ZONA G. 2/4 and sofa bed in the living room. 50 ""TV and internet. Very functional and across the street from a large 24/7 supermarket. Daily cleaning monday to friday. RNT. 44420
Totally remodeled with new furniture and accessories. close to the ZONA G. 2/4 and sofa bed in the living room. 50 ""TV and internet. Very functional and across the street from a large 24/7 supermarket. Daily cleaning monday to friday.
RNT. 44420
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 8PM and check out by 12PM (noon)
Self check-in with building staff
Read all rules",$85
417,17893610,5 guests,2 bedrooms,3 beds,2 baths,$19,$49,Show all 31 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.599096090963439&2d-74.13347663812749&2m2&1d4.69191638967429&2d-73.97777807254795&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._uflg8&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=20542,"This brand new two bedroom, two bathroom apartment is located in Chapinero Alto (64th Street), one of the best neighborhoods in Bogotá. Fits up to 6 guests comfortably. Everything you need here (High speed Wi-Fi, fully equipped kitchen, cable TV on both TV's, workspace ready).
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is flexible and check out by 12PM (noon)
Self check-in with building staff
Read all rules",$60
418,21793642,5 guests,3 bedrooms,3 beds,2 baths,0,$27,Show all 24 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.602071619957465&2d-74.13916420414239&2m2&1d4.694891542025573&2d-73.98346627035068&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._9wqh1u&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=33860,"Translate this description to English
Apartment of 85 m2, located in front of Lourdes park. Two rooms with double bed 1 smart t.v., 1 room with single bed,study, living room, kitchen, wi fi, refrigerator, washer machine, microwave oven. guarded door 24 hours. Optional garage. Apartamento de 85 mts2, ubicado al frente del parque Lourdes. Tres habitaciones, 1 smart tv. estudio, sala-comedor, cocina, wi fi, nevera, lavadora, horno microondas. Porteria 24 horas. Garage opcional.
Apartment of 85 m2, located in front of Lourdes park. Two rooms with double bed 1 smart t.v., 1 room with single bed,study, living room, kitchen, wi fi, refrigerator, washer machine, microwave oven. guarded door 24 hours. Optional garage.
Apartamento de 85 mts2, ubicado al frente del parque Lourdes. Tres habitaciones, 1 smart tv. estudio, sala-comedor, cocina, wi fi, nevera, lavadora, horno microondas. Porteria 24 horas. Garage opcional.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 1PM
Self check-in with building staff",$35
419,28031270,6 guests,3 bedrooms,3 beds,2 baths,$8,$67,Show all 10 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.667499986482562&2d-74.19798086273079&2m2&1d4.760311083070733&2d-74.04229773296998&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._440v2q&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=124196,Contact host,"House rules
Not safe or suitable for infants (under 2 years) and pets
No smoking, parties, or events
Check-in is anytime after 2PM and check out by 11AM
Read all rules",$85
420,33500047,6 guests,2 bedrooms,3 beds,1.5 baths,0,$29,Show all 15 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.551488979445672&2d-74.14734875594326&2m2&1d4.644315399421209&2d-73.99163992243587&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._5ihc6w&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=1321,"This cosy and typical apartment is in the heart of La Candelaria, Historic Centre of Bogotá, close to all the city's main attractions.
It has 2 bedrooms (1 queen size bed & 2 singles / bunk beds) modern bathroom, large living and dining room (1 sofa-bed), large kitchen with all the appliances and a patio where you will enjoy a peaceful and a comfortable stay.
Please feel free to ask for more info. We speak EN, ES, IT, FR and a little bit of DE. We will be happy to have you here.
Read more about the space
Contact host","House rules
No parties or events
Check-in is anytime after 1PM and check out by 11AM
Read all rules",$37
421,13824241,4 guests,2 bedrooms,2 beds,1.5 baths,$19,$69,Show all 27 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.56637282207433&2d-74.14591725915051&2m2&1d4.65919744993289&2d-73.99021143177487&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._ihjwjy&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=55174,"This 2 bedroom duplex is located in La Macarena neighborhood, one of the best gastronomic sites in town. The apartment is on the 15th floor and has 2 bedrooms. The first bedroom has a queen size bed, T.V., and a huge closet. The second room is a studio which has a full size sofa bed, desk and closet. It has 2 bathrooms, fully equipped kitchen, laundry room, and a beautiful living room and dinning room with the best view in town! PLEASE NOTE: The bathroom has been fully renovated as of Jan. 2018
This 2 bedroom duplex is located in La Macarena neighborhood, one of the best gastronomic sites in town. The apartment is on the 15th floor and has 2 bedrooms. The first bedroom has a queen size bed, T.V., and a huge closet. The second room is a studio which has a full size sofa bed, desk and closet. It has 2 bathrooms, fully equipped kitchen, laundry room, and a beautiful living room and dinning room with the best view in town!
PLEASE NOTE: The bathroom has been fully renovated as of Jan. 2018
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Self check-in with building staff
Read all rules",$86
422,38167284,10 guests,3 bedrooms,5 beds,2 baths,$19,$78,Show all 14 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.631814155489976&2d-74.12399679862011&2m2&1d4.724630082329141&2d-73.9683055665028&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._6mdu5f&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=99768,"Translate this description to English
Hello, you are welcome to enjoy this modern and cosmopolita apartment, exclusive location CHICO NEIGHBORHOOD, 93 PARK, WORLD TRADE CENTER, PARQUE VIRREY. ZONA T, all comfortable amenities, big fridge, FAST WIFI, TV CABLE, big kitchen. BIG SPACES...
Hello, you are welcome to enjoy this modern and cosmopolita apartment, exclusive location CHICO NEIGHBORHOOD, 93 PARK, WORLD TRADE CENTER, PARQUE VIRREY. ZONA T, all comfortable amenities, big fridge, FAST WIFI, TV CABLE, big kitchen. BIG SPACES...
Contact host","House rules
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 12PM (noon)",$98
423,19161424,8 guests,4 bedrooms,6 beds,6 baths,0,$201,Show all 23 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.6645321915296165&2d-74.1025906755774&2m2&1d4.757343807664031&2d-73.94690667431962&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._n23dnv&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=46108,"Translate this description to English
Luxurious apartment, illuminated 100%, with a spectacular view, where you will find tranquility away from the noise of the city. It is a spacious and elegant apartment where you and your family can enjoy the comfort and the art.
Apartamento lujoso, iluminado 100%, con una vista espectacular, en donde encontrarás tranquilidad alejado del ruido de la ciudad. Es un apartamento amplio y elegante en donde tu y tu familia podrán disfrutar de la comodidad y del arte.
Contact host","House rules
Check-in is anytime after 3PM",$260
424,19981126,4 guests,2 bedrooms,2 beds,2 baths,$9,$19,Show all 26 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.605045282005822&2d-74.14781623120427&2m2&1d4.6978647902907245&2d-73.99211899150055&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._mjhtkg&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=22354,"Translate this description to English
The apartment is located in a very important area of the city since the El Campin stadium and the Movistar Arena (1.1km), the Simón Bolivar park (2.5Km), the Virgilo Barco library and Los Novios park (2.1Km) are close ) and the National University of Colombia (1.7Km). BY CAR -Airport 20-40 minutes -Spain Stadium 10 minutes -Historical center 20-30 minutes -Samón Bolívar park, wedding couple park, Virgilio Barco library 10 minutes
El apartamento esta ubicado en una zona muy importante de la ciudad ya que quedan cerca el estadio El Campin y el Movistar Arena (1.1km), el parque Simón Bolivar (2.5Km), la biblioteca Virgilo Barco y parque de Los Novios (2.1Km) y la Universidad Nacional de Colombia (1.7Km).
EN AUTOMÓVIL
-Aeropuerto 20-40 minutos
-Estadio Campín 10 minutos
-Centro histórico 20-30 minutos
-Parque simón Bolívar, parque de los novios, biblioteca Virgilio Barco 10 minutos
Read more about the space
Contact host","House rules
Not safe or suitable for infants (under 2 years) and pets
No smoking, parties, or events
Check-in is anytime after 2PM and check out by 12PM (noon)
Read all rules",$23
425,26685440,4 guests,2 bedrooms,4 beds,2 baths,$20,$31,Show all 27 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.649673137459565&2d-74.11333473578497&2m2&1d4.742486960551159&2d-73.95764703253457&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._3naby7&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=24212,"Translate this description to English
Beautiful apartment located in one of the best places in the city, very bright, two blocks from the Hacienda Santa Barbara Shopping Center, 5 minutes from Unicentro, bike path in front, supermarkets, prestigious restaurants and bars to which you can go walking, craft fair two blocks away, cinemas, commerce etc ... 24 hour security, parking, elevator, two rooms plus room service, two bathrooms, fireplace and up to 7 guests, safe and quiet area, WIFI
Hermoso apartamento ubicado en uno de los mejores lugares de la ciudad, muy iluminado, a dos cuadras del Centro Comercial Hacienda Santa Barbara, 5 minutos de Unicentro, ciclovía en frente, supermercados, prestigiosos restaurantes y bares a los cuales podrá acudir caminando, feria artesanal a dos cuadras, cinemas, comercio etc...vigilancia 24 horas, parqueadero, ascensor, dos habitaciones más cuarto de servicio, dos banos, chimenea y hasta 7 personas de huéspedes, sector seguro y tranquilo,WIFI
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 11PM and check out by 1PM
Read all rules",$36
426,27370177,4 guests,3 bedrooms,3 beds,2.5 baths,$17,$36,Show all 31 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.596115248661637&2d-74.18159953458769&2m2&1d4.688935817201384&2d-74.02290630450358&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._r3bkqu&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=62825,"Translate this description to English
Location Ciudad Salitre, Residential Complex Stratum 5 In front of the Mall Gran Estacion 10 minutes from El Dorado Airport, Bogota 15 minutes from the International Center. 24 hour surveillance in and around the Set.
Ubicacion Ciudad Salitre, Conjunto Residencial
Estrato 5
Frente al Mall Gran Estacion
a 10 minutos del Aeropuerto El Dorado, Bogota
a 15 minutos del Centro Internacional.
Vigilancia 24 horas dentro y alrededor del Conjunto.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 8AM - 6PM and check out by 12PM (noon)
Self check-in with building staff
Read all rules",$43
427,10474795,6 guests,4 bedrooms,6 beds,2 baths,$15,$25,Show all 16 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.557443270724176&2d-74.14678729939033&2m2&1d4.650268987802001&2d-73.99107964493714&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._7kv936&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=95791,"Geat location in Bogotá, where most tourist spots are at walking distance! Our spacious appartment is comfortly furnished and equipped with all you may need to have an amazing time in Bogotá. Centrally located in the heart of the city.
Geat location in Bogotá, where most tourist spots are at walking distance!
Our spacious appartment is comfortly furnished and equipped with all you may need to have an amazing time in Bogotá.
Centrally located in the heart of the city.
Read more about the space
Contact host","House rules
No pets
No parties or events
Check-in is anytime after 2PM and check out by 11AM
Read all rules",$30
428,37565358,5 guests,3 bedrooms,3 beds,2 baths,$12,$23,Show all 38 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.616953459927805&2d-74.19462174903435&2m2&1d4.70977159044516&2d-74.03593268718214&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._5tdriw&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=84819,"Translate this description to English
Apartment near the airport and the American embassy, excellent lighting located between 3 main avenues of Bogotá near the hotel zone of Salitre, with 4 shopping centers around and sports center to compensate a few blocks has two balconies and an excellent gym for People who like to be fit, basketball court and pool and sauna available from Friday to Sunday
Apartamento cercano al aeropuerto y a la embajada americana, excelente iluminación situado entre 3 principales avenidas de Bogotá cerca de la zona hotelera de salitre, con 4 centros comerciales a su alrededor y centro deportivo de compensar a pocas cuadras cuenta con dos balcones y un excelente gimnasio para las personas que gustan de estar en forma, cancha de baloncesto y piscina y sauna disponible de viernes a domingo
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is flexible
Read all rules",$28
429,38549975,9 guests,2 bedrooms,5 beds,1.5 baths,$9,$25,Show all 9 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.5842282795521445&2d-74.16209407442682&2m2&1d4.677050667968941&2d-74.00639200353419&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._kps7w4&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=85222,"Translate this description to English
Es un aparta-hotel construido pensando en el confort de los huéspedes. Apartamento con cocina muy bien dotada, cuenta con 2 cuartos con una cama doble y un nido doble. Esto aumenta la capacidad 4 camas dobles y 1 sofacama.Tendrás total independencia en tu apartamento con la oportunidad de rentar distintos apartamentos para grupos grandes El apartamento totalmente equipado. Cercano a puntos de interés en la ciudad. Establecimientos comerciales y estación de transmilenio a una cuadra de distancia.
Contact host","House rules
No pets
No parties or events
Check-in is anytime after 2PM
Read all rules",$31
